type,ambient_temperature,battery_id,test_id,Capacity
charge,24,B0036,121,
discharge,24,B0036,122,1.761737613
charge,24,B0036,123,
discharge,24,B0036,124,1.760689255
impedance,24,B0036,125,
charge,24,B0036,126,
impedance,24,B0036,127,
discharge,24,B0036,128,1.760669562
charge,24,B0036,129,
discharge,24,B0036,130,1.752963803
charge,24,B0036,131,
discharge,24,B0036,132,1.750535708
charge,24,B0036,133,
discharge,24,B0036,134,1.7500762
charge,24,B0036,135,
discharge,24,B0036,136,1.74659578
impedance,24,B0036,137,
charge,24,B0036,138,
impedance,24,B0036,139,
discharge,24,B0036,140,1.753614287
charge,24,B0036,141,
discharge,24,B0036,142,1.75072503
charge,24,B0036,143,
discharge,24,B0036,144,1.743305349
charge,24,B0036,145,
discharge,24,B0036,146,1.733662505
charge,24,B0036,147,
discharge,24,B0036,148,1.731920705
impedance,24,B0036,149,
charge,24,B0036,150,
impedance,24,B0036,151,
discharge,24,B0036,152,1.742860452
charge,24,B0036,153,
discharge,24,B0036,154,1.743306971
charge,24,B0036,155,
discharge,24,B0036,156,1.738524506
charge,24,B0036,157,
discharge,24,B0036,158,1.729562266
charge,24,B0036,159,
discharge,24,B0036,160,1.727303677
impedance,24,B0036,161,
charge,24,B0036,162,
impedance,24,B0036,163,
discharge,24,B0036,164,1.744937049
impedance,24,B0036,165,
charge,24,B0036,166,
impedance,24,B0036,167,
discharge,24,B0036,168,1.764243207
charge,24,B0036,169,
discharge,24,B0036,170,1.750488203
charge,24,B0036,171,
discharge,24,B0036,172,1.744271082
charge,24,B0036,173,
discharge,24,B0036,174,1.736541392
charge,24,B0036,175,
discharge,24,B0036,176,1.733223093
impedance,24,B0036,177,
charge,24,B0036,178,
impedance,24,B0036,179,
discharge,24,B0036,180,1.738606229
charge,24,B0036,181,
discharge,24,B0036,182,1.743213495
charge,24,B0036,183,
discharge,24,B0036,184,1.733269821
charge,24,B0036,185,
discharge,24,B0036,186,1.729890629
charge,24,B0036,187,
discharge,24,B0036,188,1.720440335
impedance,24,B0036,189,
charge,24,B0036,190,
impedance,24,B0036,191,
discharge,24,B0036,192,1.724420729
charge,24,B0036,193,
discharge,24,B0036,194,1.721487281
charge,24,B0036,195,
discharge,24,B0036,196,1.719744877
charge,24,B0036,197,
discharge,24,B0036,198,1.716430414
charge,24,B0036,199,
discharge,24,B0036,200,1.711202925
impedance,24,B0036,201,
charge,24,B0036,202,
impedance,24,B0036,203,
discharge,24,B0036,204,1.710234323
charge,24,B0036,205,
discharge,24,B0036,206,1.713096882
charge,24,B0036,207,
discharge,24,B0036,208,1.710370862
charge,24,B0036,209,
discharge,24,B0036,210,1.70646173
charge,24,B0036,211,
discharge,24,B0036,212,1.702942998
impedance,24,B0036,213,
charge,24,B0036,214,
impedance,24,B0036,215,
discharge,24,B0036,216,1.707261264
charge,24,B0036,217,
discharge,24,B0036,218,1.70386372
charge,24,B0036,219,
discharge,24,B0036,220,1.707961795
charge,24,B0036,221,
discharge,24,B0036,222,1.711302283
charge,24,B0036,223,
discharge,24,B0036,224,1.714122057
impedance,24,B0036,225,
charge,24,B0036,226,
impedance,24,B0036,227,
discharge,24,B0036,228,1.705332493
charge,24,B0036,229,
discharge,24,B0036,230,1.693460947
charge,24,B0036,231,
discharge,24,B0036,232,1.690524413
charge,24,B0036,233,
discharge,24,B0036,234,1.700777486
charge,24,B0036,235,
discharge,24,B0036,236,1.697110447
impedance,24,B0036,237,
charge,24,B0036,238,
impedance,24,B0036,239,
discharge,24,B0036,240,1.699792452
charge,24,B0036,241,
discharge,24,B0036,242,1.691270477
charge,24,B0036,243,
discharge,24,B0036,244,1.685712701
charge,24,B0036,245,
discharge,24,B0036,246,1.683209377
charge,24,B0036,247,
discharge,24,B0036,248,1.692886364
impedance,24,B0036,249,
charge,24,B0036,250,
impedance,24,B0036,251,
discharge,24,B0036,252,1.698466817
charge,24,B0036,253,
discharge,24,B0036,254,1.693581341
charge,24,B0036,255,
discharge,24,B0036,256,1.683095125
charge,24,B0036,257,
discharge,24,B0036,258,1.685046223
charge,24,B0036,259,
discharge,24,B0036,260,1.680309884
impedance,24,B0036,261,
charge,24,B0036,262,
impedance,24,B0036,263,
discharge,24,B0036,264,1.694403844
charge,24,B0036,265,
discharge,24,B0036,266,1.695568613
charge,24,B0036,267,
discharge,24,B0036,268,1.684185473
charge,24,B0036,269,
discharge,24,B0036,270,1.672218014
charge,24,B0036,271,
discharge,24,B0036,272,1.667597697
impedance,24,B0036,273,
charge,24,B0036,274,
impedance,24,B0036,275,
discharge,24,B0036,276,1.678187379
charge,24,B0036,277,
discharge,24,B0036,278,2.444062432
impedance,24,B0036,279,
charge,24,B0036,280,
impedance,24,B0036,281,
discharge,24,B0036,282,1.691340315
charge,24,B0036,283,
discharge,24,B0036,284,1.68027871
charge,24,B0036,285,
discharge,24,B0036,286,1.673147301
charge,24,B0036,287,
discharge,24,B0036,288,1.670429209
charge,24,B0036,289,
discharge,24,B0036,290,1.665990335
impedance,24,B0036,291,
charge,24,B0036,292,
impedance,24,B0036,293,
discharge,24,B0036,294,1.664241575
charge,24,B0036,295,
discharge,24,B0036,296,1.666845077
charge,24,B0036,297,
discharge,24,B0036,298,1.659450156
charge,24,B0036,299,
discharge,24,B0036,300,1.662412523
charge,24,B0036,301,
discharge,24,B0036,302,1.660352608
impedance,24,B0036,303,
charge,24,B0036,304,
impedance,24,B0036,305,
discharge,24,B0036,306,1.661023138
charge,24,B0036,307,
discharge,24,B0036,308,1.657518756
charge,24,B0036,309,
discharge,24,B0036,310,1.650787796
charge,24,B0036,311,
discharge,24,B0036,312,1.653257006
charge,24,B0036,313,
discharge,24,B0036,314,1.649421485
impedance,24,B0036,315,
charge,24,B0036,316,
impedance,24,B0036,317,
discharge,24,B0036,318,1.667859192
charge,24,B0036,319,
discharge,24,B0036,320,1.670862764
charge,24,B0036,321,
discharge,24,B0036,322,1.665811816
charge,24,B0036,323,
discharge,24,B0036,324,1.653299852
charge,24,B0036,325,
discharge,24,B0036,326,1.646878702
impedance,24,B0036,327,
charge,24,B0036,328,
impedance,24,B0036,329,
discharge,24,B0036,330,1.671895325
impedance,24,B0036,331,
charge,24,B0036,332,
impedance,24,B0036,333,
discharge,24,B0036,334,1.680774346
charge,24,B0036,335,
discharge,24,B0036,336,1.673771709
charge,24,B0036,337,
discharge,24,B0036,338,1.660577376
charge,24,B0036,339,
discharge,24,B0036,340,1.655987781
charge,24,B0036,341,
discharge,24,B0036,342,1.646862318
impedance,24,B0036,343,
charge,24,B0036,344,
impedance,24,B0036,345,
discharge,24,B0036,346,1.657462118
charge,24,B0036,347,
discharge,24,B0036,348,1.660399118
charge,24,B0036,349,
discharge,24,B0036,350,1.646078909
charge,24,B0036,351,
discharge,24,B0036,352,1.640836646
charge,24,B0036,353,
discharge,24,B0036,354,1.634440892
impedance,24,B0036,355,
charge,24,B0036,356,
impedance,24,B0036,357,
discharge,24,B0036,358,1.637403919
charge,24,B0036,359,
discharge,24,B0036,360,1.647382075
charge,24,B0036,361,
discharge,24,B0036,362,1.654564644
charge,24,B0036,363,
discharge,24,B0036,364,1.640896561
charge,24,B0036,365,
discharge,24,B0036,366,1.626522998
impedance,24,B0036,367,
charge,24,B0036,368,
impedance,24,B0036,369,
discharge,24,B0036,370,1.621734914
charge,24,B0036,371,
discharge,24,B0036,372,1.624820006
charge,24,B0036,373,
discharge,24,B0036,374,1.618801197
charge,24,B0036,375,
discharge,24,B0036,376,1.613735049
charge,24,B0036,377,
discharge,24,B0036,378,1.612012824
impedance,24,B0036,379,
charge,24,B0036,380,
impedance,24,B0036,381,
discharge,24,B0036,382,1.667103256
impedance,24,B0036,383,
charge,24,B0036,384,
impedance,24,B0036,385,
discharge,24,B0036,386,1.685013338
charge,24,B0036,387,
discharge,24,B0036,388,1.678665499
charge,24,B0036,389,
discharge,24,B0036,390,1.67297635
charge,24,B0036,391,
discharge,24,B0036,392,1.666489034
charge,24,B0036,393,
discharge,24,B0036,394,1.669842084
impedance,24,B0036,395,
charge,24,B0036,396,
impedance,24,B0036,397,
discharge,24,B0036,398,1.674674423
charge,24,B0036,399,
discharge,24,B0036,400,1.666504534
charge,24,B0036,401,
discharge,24,B0036,402,1.652222085
charge,24,B0036,403,
discharge,24,B0036,404,1.646271828
charge,24,B0036,405,
discharge,24,B0036,406,1.642399235
impedance,24,B0036,407,
charge,24,B0036,408,
impedance,24,B0036,409,
discharge,24,B0036,410,1.651178607
charge,24,B0036,411,
discharge,24,B0036,412,1.648168312
charge,24,B0036,413,
discharge,24,B0036,414,1.647888773
charge,24,B0036,415,
discharge,24,B0036,416,1.635843651
charge,24,B0036,417,
discharge,24,B0036,418,1.633236281
impedance,24,B0036,419,
charge,24,B0036,420,
impedance,24,B0036,421,
discharge,24,B0036,422,1.629926468
charge,24,B0036,423,
discharge,24,B0036,424,1.638786263
charge,24,B0036,425,
discharge,24,B0036,426,1.635965486
charge,24,B0036,427,
discharge,24,B0036,428,1.631137044
charge,24,B0036,429,
discharge,24,B0036,430,1.622018972
impedance,24,B0036,431,
charge,24,B0036,432,
impedance,24,B0036,433,
discharge,24,B0036,434,1.641604498
impedance,24,B0036,435,
charge,24,B0036,436,
impedance,24,B0036,437,
discharge,24,B0036,438,1.625309023
charge,24,B0036,439,
discharge,24,B0036,440,1.619613452
charge,24,B0036,441,
discharge,24,B0036,442,1.612423617
charge,24,B0036,443,
discharge,24,B0036,444,1.607770103
charge,24,B0036,445,
discharge,24,B0036,446,1.608807753
impedance,24,B0036,447,
charge,24,B0036,448,
impedance,24,B0036,449,
discharge,24,B0036,450,1.608355626
charge,24,B0036,451,
discharge,24,B0036,452,1.606820252
charge,24,B0036,453,
discharge,24,B0036,454,1.601770977
charge,24,B0036,455,
discharge,24,B0036,456,1.594911735
charge,24,B0036,457,
discharge,24,B0036,458,1.593813913
impedance,24,B0036,459,
charge,24,B0036,460,
impedance,24,B0036,461,
discharge,24,B0036,462,1.592027313
charge,24,B0036,463,
discharge,24,B0036,464,1.584736155
charge,24,B0036,465,
discharge,24,B0036,466,1.576342936
charge,24,B0036,467,
discharge,24,B0036,468,1.572022917
charge,24,B0036,469,
discharge,24,B0036,470,1.572987429
impedance,24,B0036,471,
charge,24,B0036,472,
impedance,24,B0036,473,
discharge,24,B0036,474,1.5969854
charge,24,B0036,475,
discharge,24,B0036,476,1.595726024
charge,24,B0036,477,
discharge,24,B0036,478,1.579500338
charge,24,B0036,479,
discharge,24,B0036,480,1.562946988
charge,24,B0036,481,
discharge,24,B0036,482,1.559112943
impedance,24,B0036,483,
charge,24,B0036,484,
impedance,24,B0036,485,
impedance,24,B0025,0,
charge,24,B0025,1,
impedance,24,B0025,2,
discharge,24,B0025,3,1.847011163
charge,24,B0025,4,
discharge,24,B0025,5,1.848565434
charge,24,B0025,6,
discharge,24,B0025,7,1.847111177
charge,24,B0025,8,
discharge,24,B0025,9,1.84898376
charge,24,B0025,10,
discharge,24,B0025,11,1.837012072
impedance,24,B0025,12,
charge,24,B0025,13,
impedance,24,B0025,14,
discharge,24,B0025,15,1.817549211
impedance,24,B0025,16,
charge,24,B0025,17,
impedance,24,B0025,18,
discharge,24,B0025,19,1.839863823
charge,24,B0025,20,
charge,24,B0025,21,
discharge,24,B0025,22,1.843059562
charge,24,B0025,23,
discharge,24,B0025,24,1.840187173
charge,24,B0025,25,
discharge,24,B0025,26,1.828126563
impedance,24,B0025,27,
charge,24,B0025,28,
impedance,24,B0025,29,
discharge,24,B0025,30,1.825356334
impedance,24,B0025,31,
charge,24,B0025,32,
impedance,24,B0025,33,
discharge,24,B0025,34,1.821418055
charge,24,B0025,35,
discharge,24,B0025,36,1.830315628
charge,24,B0025,37,
discharge,24,B0025,38,1.817549164
charge,24,B0025,39,
discharge,24,B0025,40,1.8109012
charge,24,B0025,41,
discharge,24,B0025,42,1.80830326
impedance,24,B0025,43,
charge,24,B0025,44,
impedance,24,B0025,45,
discharge,24,B0025,46,1.792801615
impedance,24,B0025,47,
charge,24,B0025,48,
impedance,24,B0025,49,
discharge,24,B0025,50,1.81256315
charge,24,B0025,51,
discharge,24,B0025,52,1.807772607
charge,24,B0025,53,
discharge,24,B0025,54,1.804805518
charge,24,B0025,55,
discharge,24,B0025,56,1.800538556
charge,24,B0025,57,
discharge,24,B0025,58,1.79423561
impedance,24,B0025,59,
charge,24,B0025,60,
impedance,24,B0025,61,
impedance,24,B0025,62,
charge,24,B0025,63,
impedance,24,B0025,64,
discharge,24,B0025,65,1.807409052
charge,24,B0025,66,
discharge,24,B0025,67,1.790250482
charge,24,B0025,68,
discharge,24,B0025,69,1.796122385
charge,24,B0025,70,
discharge,24,B0025,71,1.791223669
charge,24,B0025,72,
discharge,24,B0025,73,1.785482237
impedance,24,B0025,74,
charge,24,B0025,75,
impedance,24,B0025,76,
discharge,24,B0025,77,1.767789078
impedance,24,B0025,78,
charge,24,B0025,79,
impedance,24,B0026,0,
charge,24,B0026,1,
impedance,24,B0026,2,
discharge,24,B0026,3,1.81325043
charge,24,B0026,4,
discharge,24,B0026,5,1.814976009
charge,24,B0026,6,
discharge,24,B0026,7,1.813535418
charge,24,B0026,8,
discharge,24,B0026,9,1.815149273
charge,24,B0026,10,
discharge,24,B0026,11,1.814291301
impedance,24,B0026,12,
charge,24,B0026,13,
impedance,24,B0026,14,
discharge,24,B0026,15,1.386337342
impedance,24,B0026,16,
charge,24,B0026,17,
impedance,24,B0026,18,
discharge,24,B0026,19,1.816527796
charge,24,B0026,20,
charge,24,B0026,21,
discharge,24,B0026,22,1.808563858
charge,24,B0026,23,
discharge,24,B0026,24,1.804936078
charge,24,B0026,25,
discharge,24,B0026,26,1.804931592
impedance,24,B0026,27,
charge,24,B0026,28,
impedance,24,B0026,29,
discharge,24,B0026,30,1.717679233
impedance,24,B0026,31,
charge,24,B0026,32,
impedance,24,B0026,33,
discharge,24,B0026,34,1.809804813
charge,24,B0026,35,
discharge,24,B0026,36,1.806556213
charge,24,B0026,37,
discharge,24,B0026,38,1.793815571
charge,24,B0026,39,
discharge,24,B0026,40,1.799304949
charge,24,B0026,41,
discharge,24,B0026,42,1.784219745
impedance,24,B0026,43,
charge,24,B0026,44,
impedance,24,B0026,45,
discharge,24,B0026,46,1.681881992
impedance,24,B0026,47,
charge,24,B0026,48,
impedance,24,B0026,49,
discharge,24,B0026,50,1.800751938
charge,24,B0026,51,
discharge,24,B0026,52,1.795972684
charge,24,B0026,53,
discharge,24,B0026,54,1.793102694
charge,24,B0026,55,
discharge,24,B0026,56,1.801026754
charge,24,B0026,57,
discharge,24,B0026,58,1.78245723
impedance,24,B0026,59,
charge,24,B0026,60,
impedance,24,B0026,61,
impedance,24,B0026,62,
charge,24,B0026,63,
impedance,24,B0026,64,
discharge,24,B0026,65,1.795930303
charge,24,B0026,66,
discharge,24,B0026,67,1.778314213
charge,24,B0026,68,
discharge,24,B0026,69,1.771719093
charge,24,B0026,70,
discharge,24,B0026,71,1.779074949
charge,24,B0026,72,
discharge,24,B0026,73,1.773322978
impedance,24,B0026,74,
charge,24,B0026,75,
impedance,24,B0026,76,
discharge,24,B0026,77,1.768754111
impedance,24,B0026,78,
charge,24,B0026,79,
impedance,43,B0031,0,
discharge,43,B0031,1,1.666675194
charge,43,B0031,2,
discharge,43,B0031,3,1.832858363
charge,43,B0031,4,
discharge,43,B0031,5,1.8139835
charge,43,B0031,6,
discharge,43,B0031,7,1.804438733
charge,43,B0031,8,
discharge,43,B0031,9,1.802147684
impedance,43,B0031,10,
charge,43,B0031,11,
impedance,43,B0031,12,
discharge,43,B0031,13,1.771564751
charge,43,B0031,14,
discharge,43,B0031,15,1.813992817
charge,43,B0031,16,
discharge,43,B0031,17,1.801326104
charge,43,B0031,18,
discharge,43,B0031,19,1.788372258
charge,43,B0031,20,
discharge,43,B0031,21,1.776540166
impedance,43,B0031,22,
charge,43,B0031,23,
impedance,43,B0031,24,
discharge,43,B0031,25,1.785620913
charge,43,B0031,26,
discharge,43,B0031,27,1.781363404
charge,43,B0031,28,
discharge,43,B0031,29,1.768489838
charge,43,B0031,30,
discharge,43,B0031,31,1.766505238
charge,43,B0031,32,
discharge,43,B0031,33,1.751740528
impedance,43,B0031,34,
charge,43,B0031,35,
impedance,43,B0031,36,
discharge,43,B0031,37,1.735234931
charge,43,B0031,38,
discharge,43,B0031,39,1.778277827
charge,43,B0031,40,
discharge,43,B0031,41,1.764989486
charge,43,B0031,42,
discharge,43,B0031,43,1.762591284
charge,43,B0031,44,
discharge,43,B0031,45,1.744314576
impedance,43,B0031,46,
charge,43,B0031,47,
impedance,43,B0031,48,
discharge,43,B0031,49,1.762837375
charge,43,B0031,50,
discharge,43,B0031,51,1.747857931
charge,43,B0031,52,
discharge,43,B0031,53,1.744116734
charge,43,B0031,54,
discharge,43,B0031,55,1.726842293
charge,43,B0031,56,
discharge,43,B0031,57,1.720309349
impedance,43,B0031,58,
charge,43,B0031,59,
impedance,43,B0031,60,
discharge,43,B0031,61,1.739424552
charge,43,B0031,62,
discharge,43,B0031,63,1.736738442
charge,43,B0031,64,
discharge,43,B0031,65,1.716963468
charge,43,B0031,66,
discharge,43,B0031,67,1.712777356
charge,43,B0031,68,
discharge,43,B0031,69,1.706108347
impedance,43,B0031,70,
charge,43,B0031,71,
impedance,43,B0031,72,
discharge,43,B0031,73,1.713732696
charge,43,B0031,74,
discharge,43,B0031,75,1.70934758
charge,43,B0031,76,
discharge,43,B0031,77,1.690100045
charge,43,B0031,78,
discharge,43,B0031,79,1.694688334
charge,43,B0031,80,
discharge,43,B0031,81,1.687010991
impedance,43,B0031,82,
charge,43,B0031,83,
impedance,43,B0031,84,
discharge,43,B0031,85,1.695706903
charge,43,B0031,86,
discharge,43,B0031,87,1.68769689
charge,43,B0031,88,
discharge,43,B0031,89,1.681961713
charge,43,B0031,90,
discharge,43,B0031,91,1.675003389
charge,43,B0031,92,
discharge,43,B0031,93,1.667298779
impedance,43,B0031,94,
charge,43,B0031,95,
impedance,43,B0031,96,
discharge,4,B0049,0,0.858372722
impedance,24,B0049,1,
charge,4,B0049,2,
impedance,24,B0049,3,
discharge,4,B0049,4,1.420905715
charge,4,B0049,5,
discharge,4,B0049,6,1.372852133
charge,4,B0049,7,
discharge,4,B0049,8,1.364374249
charge,4,B0049,9,
discharge,4,B0049,10,2.378643731
impedance,24,B0049,11,
charge,4,B0049,12,
impedance,24,B0049,13,
discharge,4,B0049,14,1.060535797
charge,4,B0049,15,
discharge,4,B0049,16,1.006993238
charge,4,B0049,17,
discharge,4,B0049,18,0.929877533
charge,4,B0049,19,
discharge,4,B0049,20,0.923237703
charge,4,B0049,21,
discharge,4,B0049,22,0.905327912
impedance,24,B0049,23,
charge,4,B0049,24,
impedance,24,B0049,25,
discharge,4,B0049,26,0.859584836
charge,4,B0049,27,
discharge,4,B0049,28,0.836961429
charge,4,B0049,29,
discharge,4,B0049,30,0.845682419
charge,4,B0049,31,
discharge,4,B0049,32,0.807121401
charge,4,B0049,33,
discharge,4,B0049,34,0.782074436
impedance,24,B0049,35,
charge,4,B0049,36,
impedance,24,B0049,37,
discharge,4,B0049,38,0.795301944
charge,4,B0049,39,
discharge,4,B0049,40,0
charge,4,B0049,41,
discharge,4,B0049,42,0.775205115
charge,4,B0049,43,
discharge,4,B0049,44,0.77118659
charge,4,B0049,45,
discharge,4,B0049,46,0.758509891
impedance,24,B0049,47,
charge,4,B0049,48,
impedance,24,B0049,49,
discharge,4,B0049,50,0.734938649
charge,4,B0049,51,
discharge,4,B0049,52,0.736675803
charge,4,B0049,53,
discharge,4,B0049,54,0.70939466
charge,4,B0049,55,
discharge,4,B0049,56,0.718646501
charge,4,B0049,57,
discharge,4,B0049,58,0.691388523
impedance,24,B0049,59,
charge,4,B0049,60,
impedance,24,B0049,61,
discharge,4,B0050,0,0.863144853
impedance,24,B0050,1,
charge,4,B0050,2,
impedance,24,B0050,3,
discharge,4,B0050,4,1.648789608
charge,4,B0050,5,
discharge,4,B0050,6,1.601636485
charge,4,B0050,7,
discharge,4,B0050,8,1.55175648
charge,4,B0050,9,
discharge,4,B0050,10,0.032558417
impedance,24,B0050,11,
charge,4,B0050,12,
impedance,24,B0050,13,
discharge,4,B0050,14,2.640149116
charge,4,B0050,15,
discharge,4,B0050,16,1.359027659
charge,4,B0050,17,
discharge,4,B0050,18,1.374217269
charge,4,B0050,19,
discharge,4,B0050,20,1.352803043
charge,4,B0050,21,
discharge,4,B0050,22,1.360740619
impedance,24,B0050,23,
charge,4,B0050,24,
impedance,24,B0050,25,
discharge,4,B0050,26,0.526878692
charge,4,B0050,27,
discharge,4,B0050,28,1.400271425
charge,4,B0050,29,
discharge,4,B0050,30,1.428927476
charge,4,B0050,31,
discharge,4,B0050,32,0.076583542
charge,4,B0050,33,
discharge,4,B0050,34,0.573693339
impedance,24,B0050,35,
charge,4,B0050,36,
impedance,24,B0050,37,
discharge,4,B0050,38,0.301474204
charge,4,B0050,39,
discharge,4,B0050,40,0
charge,4,B0050,41,
discharge,4,B0050,42,0.179565426
charge,4,B0050,43,
discharge,4,B0050,44,1.179168782
charge,4,B0050,45,
discharge,4,B0050,46,0.096191317
impedance,24,B0050,47,
charge,4,B0050,48,
impedance,24,B0050,49,
discharge,4,B0050,50,0.278085177
charge,4,B0050,51,
discharge,4,B0050,52,[]
charge,4,B0050,53,
discharge,4,B0050,54,[]
charge,4,B0050,55,
discharge,4,B0050,56,[]
charge,4,B0050,57,
discharge,4,B0050,58,[]
impedance,24,B0050,59,
charge,4,B0050,60,
impedance,24,B0050,61,
discharge,4,B0052,0,0.860659151
impedance,24,B0052,1,
charge,4,B0052,2,
impedance,24,B0052,3,
discharge,4,B0052,4,1.418309511
charge,4,B0052,5,
discharge,4,B0052,6,1.370712303
charge,4,B0052,7,
discharge,4,B0052,8,1.351564735
charge,4,B0052,9,
discharge,4,B0052,10,[]
impedance,24,B0052,11,
charge,4,B0052,12,
impedance,24,B0052,13,
discharge,4,B0052,14,[]
charge,4,B0052,15,
discharge,4,B0052,16,[]
charge,4,B0052,17,
discharge,4,B0052,18,[]
charge,4,B0052,19,
discharge,4,B0052,20,[]
charge,4,B0052,21,
discharge,4,B0052,22,[]
impedance,24,B0052,23,
charge,4,B0052,24,
impedance,24,B0052,25,
discharge,4,B0052,26,[]
charge,4,B0052,27,
discharge,4,B0052,28,[]
charge,4,B0052,29,
discharge,4,B0052,30,[]
charge,4,B0052,31,
discharge,4,B0052,32,[]
charge,4,B0052,33,
discharge,4,B0052,34,[]
impedance,24,B0052,35,
charge,4,B0052,36,
impedance,24,B0052,37,
discharge,4,B0052,38,[]
charge,4,B0052,39,
discharge,4,B0052,40,[]
charge,4,B0052,41,
discharge,4,B0052,42,[]
charge,4,B0052,43,
discharge,4,B0052,44,[]
charge,4,B0052,45,
discharge,4,B0052,46,[]
impedance,24,B0052,47,
charge,4,B0052,48,
impedance,24,B0052,49,
discharge,4,B0052,50,[]
charge,4,B0052,51,
discharge,4,B0052,52,[]
charge,4,B0052,53,
discharge,4,B0052,54,[]
charge,4,B0052,55,
discharge,4,B0052,56,[]
charge,4,B0052,57,
discharge,4,B0052,58,[]
impedance,24,B0052,59,
charge,4,B0052,60,
impedance,24,B0052,61,
discharge,4,B0051,0,0.64347356
impedance,24,B0051,1,
charge,4,B0051,2,
impedance,24,B0051,3,
discharge,4,B0051,4,1.293180462
charge,4,B0051,5,
discharge,4,B0051,6,1.228894026
charge,4,B0051,7,
discharge,4,B0051,8,1.203903179
charge,4,B0051,9,
discharge,4,B0051,10,2.330873479
impedance,24,B0051,11,
charge,4,B0051,12,
impedance,24,B0051,13,
discharge,4,B0051,14,1.009280882
charge,4,B0051,15,
discharge,4,B0051,16,0.95656599
charge,4,B0051,17,
discharge,4,B0051,18,0.901956291
charge,4,B0051,19,
discharge,4,B0051,20,0.889790667
charge,4,B0051,21,
discharge,4,B0051,22,0.883071704
impedance,24,B0051,23,
charge,4,B0051,24,
impedance,24,B0051,25,
discharge,4,B0051,26,0.843127035
charge,4,B0051,27,
discharge,4,B0051,28,0.826559103
charge,4,B0051,29,
discharge,4,B0051,30,0.835268155
charge,4,B0051,31,
discharge,4,B0051,32,0.802571946
charge,4,B0051,33,
discharge,4,B0051,34,0.783921878
impedance,24,B0051,35,
charge,4,B0051,36,
impedance,24,B0051,37,
discharge,4,B0051,38,0.791076349
charge,4,B0051,39,
discharge,4,B0051,40,0
charge,4,B0051,41,
discharge,4,B0051,42,0.765453827
charge,4,B0051,43,
discharge,4,B0051,44,0.773177348
charge,4,B0051,45,
discharge,4,B0051,46,0.760529378
impedance,24,B0051,47,
charge,4,B0051,48,
impedance,24,B0051,49,
discharge,4,B0051,50,0.737643032
charge,4,B0051,51,
discharge,4,B0051,52,0.7391795
charge,4,B0051,53,
discharge,4,B0051,54,0.701457543
charge,4,B0051,55,
discharge,4,B0051,56,0.704734948
charge,4,B0051,57,
discharge,4,B0051,58,0.677848894
impedance,24,B0051,59,
charge,4,B0051,60,
impedance,24,B0051,61,
charge,24,B0006,0,
discharge,24,B0006,1,2.035337591
charge,24,B0006,2,
discharge,24,B0006,3,2.025140246
charge,24,B0006,4,
discharge,24,B0006,5,2.013326371
charge,24,B0006,6,
discharge,24,B0006,7,2.013284666
charge,24,B0006,8,
discharge,24,B0006,9,2.000528338
charge,24,B0006,10,
discharge,24,B0006,11,2.013899076
charge,24,B0006,12,
discharge,24,B0006,13,2.013101106
charge,24,B0006,14,
discharge,24,B0006,15,1.968789826
charge,24,B0006,16,
discharge,24,B0006,17,1.968166176
charge,24,B0006,18,
discharge,24,B0006,19,1.957230792
charge,24,B0006,20,
discharge,24,B0006,21,1.945599151
charge,24,B0006,22,
charge,24,B0006,23,
discharge,24,B0006,24,1.934750504
charge,24,B0006,25,
discharge,24,B0006,26,1.923279954
charge,24,B0006,27,
discharge,24,B0006,28,1.911889931
charge,24,B0006,29,
discharge,24,B0006,30,1.901066714
charge,24,B0006,31,
discharge,24,B0006,32,1.889198995
charge,24,B0006,33,
discharge,24,B0006,34,1.878278372
charge,24,B0006,35,
discharge,24,B0006,36,1.867569716
charge,24,B0006,37,
discharge,24,B0006,38,1.867589257
charge,24,B0006,39,
impedance,24,B0006,40,
discharge,24,B0006,41,1.979626548
impedance,24,B0006,42,
charge,24,B0006,43,
impedance,24,B0006,44,
discharge,24,B0006,45,1.957549908
impedance,24,B0006,46,
charge,24,B0006,47,
impedance,24,B0006,48,
discharge,24,B0006,49,1.945815017
impedance,24,B0006,50,
charge,24,B0006,51,
impedance,24,B0006,52,
discharge,24,B0006,53,1.924246112
impedance,24,B0006,54,
charge,24,B0006,55,
impedance,24,B0006,56,
discharge,24,B0006,57,1.945981133
impedance,24,B0006,58,
charge,24,B0006,59,
impedance,24,B0006,60,
discharge,24,B0006,61,1.901407931
impedance,24,B0006,62,
charge,24,B0006,63,
impedance,24,B0006,64,
discharge,24,B0006,65,1.878674214
impedance,24,B0006,66,
charge,24,B0006,67,
impedance,24,B0006,68,
discharge,24,B0006,69,1.868306133
impedance,24,B0006,70,
charge,24,B0006,71,
impedance,24,B0006,72,
discharge,24,B0006,73,1.856024407
impedance,24,B0006,74,
charge,24,B0006,75,
impedance,24,B0006,76,
discharge,24,B0006,77,1.845199796
impedance,24,B0006,78,
charge,24,B0006,79,
impedance,24,B0006,80,
discharge,24,B0006,81,1.857228891
impedance,24,B0006,82,
charge,24,B0006,83,
charge,24,B0006,84,
discharge,24,B0006,85,1.924776089
impedance,24,B0006,86,
charge,24,B0006,87,
impedance,24,B0006,88,
discharge,24,B0006,89,1.882231753
impedance,24,B0006,90,
charge,24,B0006,91,
impedance,24,B0006,92,
discharge,24,B0006,93,1.855276688
impedance,24,B0006,94,
charge,24,B0006,95,
